10,"※大項目","地域コード","地域識別コード","境域年次(2010)","境域年次(2000)","","人口　平成22年　(a)","人口　平成17年（組替） 2)","平成17年〜22年の人口増減数 2)","平成17年〜22年の人口増減率（％） 2)","面積（km2）　(b) 1)2)","人口密度"
301,"","02208","9","","2000","　　(旧 421 川内町)",4507,5117,-610,-11.9210474888,323.66,13.9
302,"","02208","9","","2000","　　(旧 422 大畑町)",7623,8418,-795,-9.4440484676,235.59,32.4
303,"","02208","9","","2000","　　(旧 427 脇野沢村)",1820,2280,-460,-20.1754385965,58.59,31.1
304,"","02209","2","2010","","つがる市",37243,40091,-2848,-7.1038387668,253.85,146.7
305,"","02209","9","","2000","　　(旧 322 木造町)",17339,18927,-1588,-8.3901305014,120.07,144.4
306,"","02209","9","","2000","　　(旧 324 森田村)",4834,5091,-257,-5.0481241406,24.12,200.4
307,"","02209","9","","2000","　　(旧 326 柏村)",5437,5209,228,4.3770397389,14.32,379.7
308,"","02209","9","","2000","　　(旧 327 稲垣村)",4412,5039,-627,-12.4429450288,33.17,133.0
309,"","02209","9","","2000","　　(旧 328 車力村)",5221,5825,-604,-10.3690987124,62.17,84.0
310,"","02210","2","2010","","平川市",33764,35336,-1572,-4.4487208513,345.81,97.6
311,"","02210","9","","2000","　　(旧 363 尾上町)",9925,10110,-185,-1.8298714144,18.87,526.0
312,"","02210","9","","2000","　　(旧 365 平賀町)",20997,22060,-1063,-4.8186763373,221.61,94.7
313,"","02210","9","","2000","　　(旧 368 碇ケ関村)",2842,3166,-324,-10.2337334176,105.33,27.0
314,"","02300","c","2010","2000","東津軽郡",25938,28919,-2981,-10.3081019399,652.83,39.7
315,"","02301","3","2010","2000","平内町",12361,13483,-1122,-8.3215901506,217.00,57.0
316,"","02303","3","2010","2000","今別町",3217,3816,-599,-15.6970649895,125.28,25.7
317,"","02304","3","2010","2000","蓬田村",3271,3405,-134,-3.9353891336,80.63,40.6
318,"","02307","3","2010","","外ヶ浜町",7089,8215,-1126,-13.7066342057,229.92,30.8
319,"","02307","9","","2000","　　(旧 302 蟹田町)",3303,3749,-446,-11.8965057349,116.39,28.4
320,"","02307","9","","2000","　　(旧 305 平舘村)",1814,2133,-319,-14.9554617909,48.19,37.6
321,"","02307","9","","2000","　　(旧 306 三厩村)",1972,2333,-361,-15.4736390913,65.27,30.2
322,"","02320","c","2010","2000","西津軽郡",21140,23572,-2432,-10.3173256406,831.84,25.4
323,"","02321","3","2010","2000","鰺ヶ沢町",11449,12662,-1213,-9.5798452061,342.99,33.4
324,"","02323","3","2010","","深浦町",9691,10910,-1219,-11.1732355637,488.85,19.8
325,"","02323","9","","2000","　　(旧 323 深浦町)",7346,8304,-958,-11.5366088632,315.19,23.3
326,"","02323","9","","2000","　　(旧 325 岩崎村)",2345,2606,-261,-10.0153491942,173.58,13.5
327,"","02340","c","2010","2000","中津軽郡",1594,1597,-3,-0.1878522229,246.05,6.5
328,"","02343","3","2010","2000","西目屋村",1594,1597,-3,-0.1878522229,246.05,6.5
329,"","02360","c","2010","2000","南津軽郡",35152,37079,-1927,-5.1970117856,222.98,157.6
330,"","02361","3","2010","","藤崎町",16021,16617,-596,-3.5866883312,37.26,430.0
331,"","02361","9","","2000","　　(旧 361 藤崎町)",9624,9971,-347,-3.4800922676,22.01,437.3
332,"","02361","9","","2000","　　(旧 366 常盤村)",6397,6646,-249,-3.7466145050,15.19,421.1
333,"","02362","3","2010","2000","大鰐町",10978,11921,-943,-7.9104102005,163.41,67.2
334,"","02367","3","2010","2000","田舎館村",8153,8541,-388,-4.5427935839,22.31,365.4
335,"","02380","c","2010","2000","北津軽郡",42240,45624,-3384,-7.4171488690,304.54,138.7
336,"","02381","3","2010","2000","板柳町",15227,16222,-995,-6.1336456664,41.81,364.2
337,"","02384","3","2010","2000","鶴田町",14270,15218,-948,-6.2294651071,46.40,307.5
338,"","02387","3","2010","","中泊町",12743,14184,-1441,-10.1593344614,216.33,58.9
339,"","02387","9","","2000","　　(旧 383 中里町)",9406,10342,-936,-9.0504737962,151.63,62.0
340,"","02387","9","","2000","　　(旧 386 小泊村)",3337,3842,-505,-13.1441957314,64.58,51.7
341,"","02400","c","2010","2000","上北郡",100607,104805,-4198,-4.0055340871,1281.05,78.5
342,"","02401","3","2010","2000","野辺地町",14314,15218,-904,-5.9403338152,81.61,175.4
343,"","02402","3","2010","","七戸町",16759,18471,-1712,-9.2685831845,337.23,49.7
344,"","02402","9","","2000","　　(旧 402 七戸町)",9345,10305,-960,-9.3158660844,134.64,69.4
345,"","02402","9","","2000","　　(旧 409 天間林村)",7414,8166,-752,-9.2089150135,202.59,36.6
346,"","02405","3","2010","2000","六戸町",10241,10430,-189,-1.8120805369,84.06,121.8
347,"","02406","3","2010","2000","横浜町",4881,5097,-216,-4.2377869335,126.55,38.6
348,"","02408","3","2010","","東北町",19106,20016,-910,-4.5463629097,326.71,58.5
349,"","02408","9","","2000","　　(旧 407 上北町)",9485,9849,-364,-3.6958066809,119.48,79.4
350,"","02408","9","","2000","　　(旧 408 東北町)",9621,10167,-546,-5.3703157274,207.23,46.4
351,"","02411","3","2010","2000","六ヶ所村",11095,11401,-306,-2.6839750899,253.01,43.9
352,"","02412","3","2010","","おいらせ町",24211,24172,39,0.1613437035,71.88,336.8
353,"","02412","9","","2000","　　(旧 403 百石町)",9420,10001,-581,-5.8094190581,21.44,439.4
354,"","02412","9","","2000","　　(旧 410 下田町)",14791,14171,620,4.3751323125,50.44,293.2
355,"","02420","c","2010","2000","下北郡",18477,19700,-1223,-6.2081218274,551.08,33.5
356,"","02423","3","2010","2000","大間町",6340,6212,128,2.0605280103,52.06,121.8
357,"","02424","3","2010","2000","東通村",7252,8042,-790,-9.8234270082,294.39,24.6
358,"","02425","3","2010","2000","風間浦村",2463,2603,-140,-5.3784095275,69.60,35.4
359,"","02426","3","2010","2000","佐井村",2422,2843,-421,-14.8083010904,135.03,17.9
360,"","02440","c","2010","2000","三戸郡",73589,79333,-5744,-7.2403665562,969.38,75.9
361,"","02441","3","2010","2000","三戸町",11299,12261,-962,-7.8460158225,151.55,74.6
362,"","02442","3","2010","","五戸町",18712,20138,-1426,-7.0811401331,177.82,105.2
363,"","02442","9","","2000","　　(旧 442 五戸町)",15711,16878,-1167,-6.9143263420,122.14,128.6
364,"","02442","9","","2000","　　(旧 449 倉石村)",3001,3260,-259,-7.9447852761,55.68,53.9
365,"","02443","3","2010","2000","田子町",6175,6883,-708,-10.2862124074,242.10,25.5
366,"","02445","3","2010","","南部町",19853,21552,-1699,-7.8832590943,153.15,129.6
367,"","02445","9","","2000","　　(旧 444 名川町)",7948,8694,-746,-8.5806303198,83.45,95.2
368,"","02445","9","","2000","　　(旧 445 南部町)",5390,5834,-444,-7.6105587933,29.58,182.2
369,"","02445","9","","2000","　　(旧 447 福地村)",6515,7024,-509,-7.2465831435,40.18,162.1
370,"","02446","3","2010","2000","階上町",14699,15356,-657,-4.2784579318,93.91,156.5
371,"","02450","3","2010","2000","新郷村",2851,3143,-292,-9.2904867961,150.85,18.9
372,"","03000","a","2010","2000","岩手県",1330147,1385041,-54894,-3.9633483774,15278.89,87.1
373,"","03001","b","2010","2000","岩手県 市部",1023874,1063798,-39924,-3.7529681387,9347.02,109.5
374,"","03002","b","2010","2000","岩手県 郡部",306273,321243,-14970,-4.6600237204,5931.87,51.6
375,"","03201","2","2010","","盛岡市",298348,300746,-2398,-0.7973505882,886.47,336.6
376,"","03201","9","","2000","　　(旧 201 盛岡市)",285344,287192,-1848,-0.6434719630,489.15,583.3
377,"","03201","9","","2000","　　(旧 307 玉山村)",13004,13554,-550,-4.0578427033,397.32,32.7
378,"","03202","2","2010","","宮古市",59430,63588,-4158,-6.5389696169,1259.89,47.2
379,"","03202","9","","2000","　　(旧 202 宮古市)",49145,52212,-3067,-5.8741285528,339.44,144.8
380,"","03202","9","","2000","　　(旧 481 田老町)",4302,4574,-272,-5.9466550066,101.05,42.6
381,"","03202","9","","2000","　　(旧 486 新里村)",3073,3464,-391,-11.2875288684,256.29,12.0
382,"","03202","9","","2000","　　(旧 487 川井村)",2910,3338,-428,-12.8220491312,563.07,5.2
383,"","03203","2","2010","","大船渡市",40737,43331,-2594,-5.9864761949,323.30,126.0
384,"","03203","9","","2000","　　(旧 203 大船渡市)",33351,35312,-1961,-5.5533529678,186.06,179.2
385,"","03203","9","","2000","　　(旧 442 三陸町)",7386,8019,-633,-7.8937523382,137.13,53.9
386,"","03205","2","2010","","花巻市",101438,105028,-3590,-3.4181361161,908.32,111.7
387,"","03205","9","","2000","　　(旧 205 花巻市)",70913,72407,-1494,-2.0633364177,385.40,184.0
388,"","03205","9","","2000","　　(旧 341 大迫町)",5942,6585,-643,-9.7646165528,246.84,24.1
389,"","03205","9","","2000","　　(旧 342 石鳥谷町)",15205,15982,-777,-4.8617194344,118.57,128.2
390,"","03205","9","","2000","　　(旧 361 東和町)",9378,10054,-676,-6.7236920629,157.51,59.5
391,"","03206","2","2010","2000","北上市",93138,94321,-1183,-1.2542275845,437.55,212.9
392,"","03207","2","2010","","久慈市",36872,39141,-2269,-5.7969903682,623.14,59.2
393,"","03207","9","","2000","　　(旧 207 久慈市)",34068,36009,-1941,-5.3903190869,327.62,104.0
394,"","03207","9","","2000","　　(旧 504 山形村)",2804,3132,-328,-10.4725415070,295.49,9.5
395,"","03208","2","2010","","遠野市",29331,31402,-2071,-6.5951213299,825.62,35.5
396,"","03208","9","","2000","　　(旧 208 遠野市)",24530,26240,-1710,-6.5167682927,660.38,37.1
397,"","03208","9","","2000","　　(旧 462 宮守村)",4801,5162,-361,-6.9934134057,165.24,29.1
398,"","03209","2","2010","","一関市",118578,125818,-7240,-5.7543435756,1133.10,104.6
399,"","03209","9","","2000","　　(旧 209 一関市)",60015,62483,-2468,-3.9498743658,410.23,146.3
400,"","03209","9","","2000","　　(旧 401 花泉町)",14350,15346,-996,-6.4902906295,126.83,113.1
401,"","03209","9","","2000","　　(旧 421 大東町)",15313,16702,-1389,-8.3163692971,278.71,54.9
402,"","03209","9","","2000","　　(旧 423 千厩町)",11960,13058,-1098,-8.4086383826,89.84,133.1
403,"","03209","9","","2000","　　(旧 424 東山町)",7445,7969,-524,-6.5754799849,87.72,84.9
404,"","03209","9","","2000","　　(旧 425 室根村)",5492,5883,-391,-6.6462689104,97.28,56.5
405,"","03209","9","","2000","　　(旧 426 川崎村)",4003,4377,-374,-8.5446652959,42.49,94.2
406,"","03210","2","2010","2000","陸前高田市",23300,24709,-1409,-5.7023756526,232.29,100.3
407,"","03211","2","2010","2000","釜石市",39574,42987,-3413,-7.9396096494,441.43,89.6
408,"","03213","2","2010","","二戸市",29702,31477,-1775,-5.6390380278,420.31,70.7
409,"","03213","9","","2000","　　(旧 213 二戸市)",25086,26496,-1410,-5.3215579710,240.61,104.3
410,"","03213","9","","2000","　　(旧 521 浄法寺町)",4616,4981,-365,-7.3278458141,179.70,25.7
411,"","03214","2","2010","","八幡平市",28680,31079,-2399,-7.7190385791,862.25,33.3
412,"","03214","9","","2000","　　(旧 304 西根町)",17033,18353,-1320,-7.1922846401,167.16,101.9
413,"","03214","9","","2000","　　(旧 306 松尾村)",6385,6831,-446,-6.5290587030,234.85,27.2
414,"","03214","9","","2000","　　(旧 523 安代町)",5262,5895,-633,-10.7379134860,460.24,11.4
415,"","03215","2","2010","","奥州市",124746,130171,-5425,-4.1675949328,993.35,125.6
416,"","03215","9","","2000","　　(旧 204 水沢市)",58331,60239,-1908,-3.1673832567,96.92,601.8
417,"","03215","9","","2000","　　(旧 212 江刺市)",30646,32544,-1898,-5.8321042281,362.50,84.5
418,"","03215","9","","2000","　　(旧 382 前沢町)",14463,15131,-668,-4.4147776089,72.34,199.9
419,"","03215","9","","2000","　　(旧 383 胆沢町)",16642,17302,-660,-3.8145879089,298.02,55.8
420,"","03215","9","","2000","　　(旧 384 衣川村)",4664,4955,-291,-5.8728557013,163.57,28.5
421,"","03300","c","2010","2000","岩手郡",94178,96890,-2712,-2.7990504696,1586.87,59.3
422,"","03301","3","2010","2000","雫石町",18033,19055,-1022,-5.3634216741,609.01,29.6
423,"","03302","3","2010","2000","葛巻町",7304,8021,-717,-8.9390350330,434.99,16.8
424,"","03303","3","2010","2000","岩手町",14984,16254,-1270,-7.8134613018,360.55,41.6
425,"","03305","3","2010","2000","滝沢村",53857,53560,297,0.5545182972,182.32,295.4
426,"","03320","c","2010","2000","紫波郡",60493,60777,-284,-0.4672820310,306.31,197.5
427,"","03321","3","2010","2000","紫波町",33288,33692,-404,-1.1990977087,239.03,139.3
428,"","03322","3","2010","2000","矢巾町",27205,27085,120,0.4430496585,67.28,404.4
429,"","03360","c","2010","2000","和賀郡",6602,7375,-773,-10.4813559322,590.78,11.2
430,"","03366","3","2010","","西和賀町",6602,7375,-773,-10.4813559322,590.78,11.2
431,"","03366","9","","2000","　　(旧 363 湯田町)",3302,3710,-408,-10.9973045822,304.56,10.8
432,"","03366","9","","2000","　　(旧 365 沢内村)",3300,3665,-365,-9.9590723056,286.22,11.5
433,"","03380","c","2010","2000","胆沢郡",16325,16396,-71,-0.4330324469,179.77,90.8
434,"","03381","3","2010","2000","金ケ崎町",16325,16396,-71,-0.4330324469,179.77,90.8
435,"","03400","c","2010","2000","西磐井郡",8345,8819,-474,-5.3747590430,63.39,131.6
436,"","03402","3","2010","2000","平泉町",8345,8819,-474,-5.3747590430,63.39,131.6
437,"","03420","c","2010","2000","東磐井郡",9064,9904,-840,-8.4814216478,123.15,73.6
438,"","03422","3","2010","2000","藤沢町",9064,9904,-840,-8.4814216478,123.15,73.6
439,"","03440","c","2010","2000","気仙郡",6190,6848,-658,-9.6086448598,334.83,18.5
440,"","03441","3","2010","2000","住田町",6190,6848,-658,-9.6086448598,334.83,18.5
441,"","03460","c","2010","2000","上閉伊郡",15276,16516,-1240,-7.5078711552,200.59,76.2
442,"","03461","3","2010","2000","大槌町",15276,16516,-1240,-7.5078711552,200.59,76.2
443,"","03480","c","2010","2000","下閉伊郡",36352,39655,-3303,-8.3293405624,1482.25,24.5
444,"","03482","3","2010","2000","山田町",18617,20142,-1525,-7.5712441664,263.45,70.7
445,"","03483","3","2010","2000","岩泉町",10804,11914,-1110,-9.3167701863,992.92,10.9
446,"","03484","3","2010","2000","田野畑村",3843,4241,-398,-9.3845791087,156.19,24.6
447,"","03485","3","2010","2000","普代村",3088,3358,-270,-8.0405002978,69.69,44.3
448,"","03500","c","2010","2000","九戸郡",39261,42514,-3253,-7.6515971209,763.82,51.4
449,"","03501","3","2010","2000","軽米町",10209,10997,-788,-7.1655906156,245.74,41.5
450,"","03503","3","2010","2000","野田村",4632,5019,-387,-7.7106993425,80.83,57.3
451,"","03506","3","2010","2000","九戸村",6507,6974,-467,-6.6963005449,134.05,48.5
452,"","03507","3","2010","","洋野町",17913,19524,-1611,-8.2513829133,303.20,59.1
453,"","03507","9","","2000","　　(旧 502 種市町)",12320,13488,-1168,-8.6595492289,168.54,73.1
454,"","03507","9","","2000","　　(旧 505 大野村)",5593,6036,-443,-7.3392975480,134.65,41.5
455,"","03520","c","2010","2000","二戸郡",14187,15549,-1362,-8.7594057496,300.11,47.3
456,"","03524","3","2010","2000","一戸町",14187,15549,-1362,-8.7594057496,300.11,47.3
457,"","04000","a","2010","2000","宮城県",2348165,2360218,-12053,-0.5106731666,7285.76,322.3
458,"","04001","b","2010","2000","宮城県 市部",1922881,1929099,-6218,-0.3223266406,4544.96,423.1
459,"","04002","b","2010","2000","宮城県 郡部",425284,431119,-5835,-1.3534546146,2740.80,155.2
460,"","04100","1","2010","2000","仙台市",1045986,1025126,20860,2.0348718109,783.54,1334.9
461,"","04101","0","2010","2000","仙台市 青葉区",291436,281218,10218,3.6334800760,302.27,964.2
462,"","04102","0","2010","2000","仙台市 宮城野区",190473,182706,7767,4.2510919182,58.10,3278.4
463,"","04103","0","2010","2000","仙台市 若林区",132306,129942,2364,1.8192732142,48.38,2734.7
464,"","04104","0","2010","2000","仙台市 太白区",220588,222447,-1859,-0.8357046847,228.18,966.7
465,"","04105","0","2010","2000","仙台市 泉区",211183,208813,2370,1.1349868064,146.61,1440.4
466,"","04202","2","2010","","石巻市",160826,167324,-6498,-3.8834835409,555.78,289.4
467,"","04202","9","","2000","　　(旧 202 石巻市)",112683,115588,-2905,-2.5132366682,137.03,822.3
468,"","04202","9","","2000","　　(旧 561 河北町)",11578,12508,-930,-7.4352414455,125.10,92.5
469,"","04202","9","","2000","　　(旧 563 雄勝町)",3994,4694,-700,-14.9126544525,46.09,86.7
470,"","04202","9","","2000","　　(旧 564 河南町)",16950,17522,-572,-3.2644675265,69.33,244.5
471,"","04202","9","","2000","　　(旧 565 桃生町)",7582,8102,-520,-6.4181683535,43.81,173.1
472,"","04202","9","","2000","　　(旧 567 北上町)",3718,4028,-310,-7.6961271102,60.98,61.0
473,"","04202","9","","2000","　　(旧 582 牡鹿町)",4321,4882,-561,-11.4911921344,72.96,59.2
474,"","04203","2","2010","2000","塩竈市",56490,59357,-2867,-4.8300958606,17.86,3162.9
475,"","04205","2","2010","","気仙沼市",73489,78011,-4522,-5.7966184256,333.37,220.4
476,"","04205","9","","2000","　　(旧 205 気仙沼市)",55214,58320,-3106,-5.3257887517,184.35,299.5
477,"","04205","9","","2000","　　(旧 603 本吉町)",10855,11588,-733,-6.3255091474,106.69,101.7
478,"","04205","9","","2000","　　(旧 604 唐桑町)",7420,8103,-683,-8.4289769221,42.28,175.5
479,"","04206","2","2010","2000","白石市",37422,39492,-2070,-5.2415679125,286.47,130.6
480,"","04207","2","2010","2000","名取市",73134,68662,4472,6.5130639946,100.07,730.8
481,"","04208","2","2010","2000","角田市",31336,33199,-1863,-5.6116148077,147.58,212.3
482,"","04209","2","2010","2000","多賀城市",63060,62717,343,0.5469011592,19.65,3209.2
483,"","04211","2","2010","2000","岩沼市",44187,43921,266,0.6056328408,60.71,727.8
484,"","04212","2","2010","","登米市",83969,89316,-5347,-5.9866093421,536.38,156.5
485,"","04212","9","","2000","　　(旧 541 迫町)",21185,22197,-1012,-4.5591746632,70.27,301.5
486,"","04212","9","","2000","　　(旧 542 登米町)",5144,5665,-521,-9.1968225949,45.67,112.6
487,"","04212","9","","2000","　　(旧 543 東和町)",7086,7992,-906,-11.3363363363,140.90,50.3
488,"","04212","9","","2000","　　(旧 544 中田町)",15868,16559,-691,-4.1729573042,62.23,255.0
489,"","04212","9","","2000","　　(旧 545 豊里町)",6651,7093,-442,-6.2314958410,32.85,202.5
